dictSize,batchSize,appendTimeMillisec,
592, 64, 786, 
593, 64, 29, 
594, 64, 103, 
595, 64, 20, 
596, 64, 201, 
597, 64, 24, 
598, 64, 84, 
599, 64, 22, 
600, 64, 431, 
601, 64, 27, 
602, 64, 95, 
603, 64, 24, 
604, 64, 191, 
605, 64, 15, 
606, 64, 102, 
607, 64, 25, 
608, 64, 1622, 
609, 64, 29, 
610, 64, 101, 
611, 64, 22, 
612, 64, 213, 
613, 64, 29, 
614, 64, 101, 
615, 64, 21, 
616, 64, 453, 
617, 64, 24, 
618, 64, 85, 
619, 64, 20, 
620, 64, 278, 
621, 64, 28, 
622, 64, 118, 
623, 64, 22, 
624, 64, 808, 
625, 64, 20, 
626, 64, 93, 
627, 64, 22, 
628, 64, 184, 
629, 64, 14, 
630, 64, 73, 
631, 64, 15, 
632, 64, 492, 
633, 64, 22, 
634, 64, 105, 
635, 64, 24, 
636, 64, 223, 
637, 64, 23, 
638, 64, 96, 
639, 64, 23, 
640, 64, 88136, 
641, 64, 14, 
642, 64, 94, 
643, 64, 24, 
644, 64, 240, 
645, 64, 26, 
646, 64, 93, 
647, 64, 22, 
648, 64, 451, 
649, 64, 20, 
650, 64, 64, 
651, 64, 14, 
652, 64, 181, 
653, 64, 20, 
654, 64, 66, 
655, 64, 14, 
656, 64, 802, 
657, 64, 22, 
658, 64, 105, 
659, 64, 21, 
660, 64, 230, 
661, 64, 25, 
662, 64, 86, 
663, 64, 15, 
664, 64, 397, 
665, 64, 27, 
666, 64, 112, 
667, 64, 24, 
668, 64, 223, 
669, 64, 24, 
670, 64, 99, 
671, 64, 26, 
672, 64, 1614, 
673, 64, 28, 
674, 64, 106, 
675, 64, 21, 
676, 64, 214, 
677, 64, 25, 
678, 64, 93, 
679, 64, 22, 
680, 64, 459, 
681, 64, 24, 
682, 64, 92, 
683, 64, 15, 
684, 64, 166, 
685, 64, 14, 
686, 64, 68, 
687, 64, 14, 
688, 64, 778, 
689, 64, 15, 
690, 64, 99, 
691, 64, 22, 
692, 64, 208, 
693, 64, 14, 
694, 64, 84, 
695, 64, 22, 
696, 64, 418, 
697, 64, 30, 
698, 64, 108, 
699, 64, 18, 
700, 64, 190, 
701, 64, 23, 
702, 64, 102, 
703, 64, 23, 
704, 64, 48243, 
705, 64, 23, 
706, 64, 124, 
707, 64, 18, 
